RG,SITE_ID,SITE_EPA_ID,SITE_NAME,SITE_STRT_ADRS1,SITE_STRT_ADRS2,SITE_CITY_NAME,SITE_STATE,SITE_ZIP_CODE,SITE_CONG_DISTRICT,SITE_CNTY_NAME,SITE_FIPS_CODE,LATITUDE,LONGITUDE,ALT_AGREEMENT,NPL,FF,NON_NPL_STATUS
4,0400017,ALD000615625,ALABAMA POWER CO GENERAL SERVICES COMPLX,5 MI S OF ALABASTER ON I65,,VERNON,AL,35592,07,SHELBY,01117,,,N,Not on the NPL,N,N
4,0407340,ALD000648014,187 FIGHTER WING/ANG-DANNELLY FIELD (AIR NATIONAL GUARD),5187 SELMAN HIGHWAY/DANNELLY FIELD,,MONTGOMERY,AL,36108-4824,,MONTGOMERY,01101,,,N,Not on the NPL,N,N
4,0406806,ALD000772137,"PACIFIC MOLASSES CO., PM AG PRODUCTS",1101 EZRA TRICE BLVD,,MOBILE,AL,36603-2052,01,MOBILE,01097,,,N,Not on the NPL,N,N
4,0400072,ALD000828848,SLOSS INDUSTRIES ACID SPILL,3500 35TH AVE N,,BIRMINGHAM,AL,35207,06,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0400073,ALD001221902,CIBA-GEIGY CORP. (MCINTOSH PLANT),OFF HWY 43,,MCINTOSH,AL,36553,01,WASHINGTON,01129,31.279,-87.9955,N,Currently on the Final NPL,N,N
4,0406808,ALD003398377,"KMAC/A%26B FOUNDRY, INC.",2631 SHUTTLESWORTH DRIVE,,BIRMINGHAM,AL,35234,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0406352,ALD004000998,AERO M,2615 S. MEMORIAL PKWY.,,HUNTSVILLE,AL,35801,05,MADISON,01089,,,N,Not on the NPL,N,N
4,0400097,ALD004002838,REICHHOLD CHEMICALS INC,REICHHOLD RD,,HOLT,AL,35404,07,TUSCALOOSA,01125,,,N,Not on the NPL,N,N
4,0406750,ALD004009825,THOMAS FOUNDRY,900 N. 38TH ST.,,BIRMINGHAM,AL,35222-1048,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0400111,ALD004014973,GULF STATES STEEL/BLACK CREEK,174 26TH ST SOUTH,,GADSDEN,AL,35901,03,ETOWAH,01055,,,N,Not on the NPL,N,N
4,0405875,ALD004017497,FORD SHEFFIELD PLANT,2019 FORD ROAD,,SHEFFIELD,AL,35660,05,COLBERT,01033,,,N,Not on the NPL,N,N
4,0400121,ALD004018354,DRESSER INDUSTRIES INC,605 W 23RD ST,,ANNISTON,AL,36201,03,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0400129,ALD004022448,"ALABAMA PLATING COMPANY, INC.",570 HIGHWAY 231 NORTH,,VINCENT,AL,35178,03,SHELBY,01117,33.399722,-86.405,N,Currently on the Final NPL,N,N
4,0400134,ALD004025425,WARRIOR ROSIN SPILL,3049 WARRIOR ROAD,,TUSCALOOSA,AL,35404,07,TUSCALOOSA,01125,,,N,Not on the NPL,N,N
4,0407337,ALD004027579,CAROLINA STEEL FABRICATION FACILITY,1085 PARKER STREET,,MONTGOMERY,AL,36108,,MONTGOMERY,01101,,,N,Not on the NPL,N,N
4,0400136,ALD004029633,CALDWELL FOUNDRY %26 MACHINE,DUNNAVANT RD NEAR BORDEN AVE,,LEEDS,AL,35094,06,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0404285,ALD007454085,T.H. AGRICULTURE %26 NUTRITION CO. (MONTGOMERY PLANT),3017 BIRMINGHAM HWY,,MONTGOMERY,AL,36108,02,MONTGOMERY,01101,32.3761,-86.3791,N,Currently on the Final NPL,N,N
4,0400144,ALD008161176,STAUFFER CHEMICAL CO. (LEMOYNE PLANT),13440 Highway 43 North,,AXIS,AL,36505,01,MOBILE,01097,30.969439,-88.0175,N,Currently on the Final NPL,N,N
4,0400153,ALD008188708,OLIN CORP. (MCINTOSH PLANT),OLIN RD,,MCINTOSH,AL,36553,01,WASHINGTON,01129,31.263889,-87.99445,N,Currently on the Final NPL,N,N
4,0400155,ALD008214090,MOBILE AMERICAN BUMPER PLATING,1654 NAVCO RD,,MOBILE,AL,36605,01,MOBILE,01097,,,N,Not on the NPL,N,N
4,0406633,ALD009305608,GE AEROSPACE/ MARTIN MARIETTA,110 WYNN DRIVE,,HUNTSVILLE,AL,35805-1957,05,MADISON,01089,,,N,Not on the NPL,N,N
4,0407338,ALD009840653,JOHN BLUE COMPANY,2800 BOB WALLACE AVENUE,,HUNTSVILLE,AL,35805,,MADISON,01089,,,N,Not on the NPL,N,N
4,0405731,ALD021254503,JONES TIRE %26 BATTERY,820 AVENUE E,,BIRMINGHAM,AL,35214,06,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0400157,ALD021257951,"REDWING CARRIERS, INC",HIGHWAY 43 NORTH,,CREOLA,AL,36525,01,MOBILE,01097,,,N,Not on the NPL,N,N
4,0404343,ALD031618069,MOWBRAY ENGINEERING CO.,JCT OF 2ND %26 BEELAND STS,,GREENVILLE,AL,36037,02,BUTLER,01013,31.831669,-86.61305,N,Deleted from the Final NPL,N,N
4,0404344,ALD041906173,INTERSTATE LEAD CO. (ILCO),"8551 Borden Ave. SE, ",,LEEDS,AL,35094,06,JEFFERSON,01073,33.539016,-86.533258,N,Currently on the Final NPL,N,N
4,0400178,ALD045632312,FULLCO LUMBER COMPANY INC,HWY 5 N,,HALEYVILLE,AL,36040,04,MARION,01093,,,N,Not on the NPL,N,N
4,0410309,ALD049984842,RICHARDS PLATING,529 SOUTH ROYAL AVENUE,,FLORENCE,AL,35630,,LAUDERDALE,01077,,,N,Not on the NPL,N,N
4,0400225,ALD058223371,STALLWORTH TIMBER CO INC,27 BRYAN STREET,,BEATRICE,AL,36425,01,MONROE,01099,,,N,Not on the NPL,N,N
4,0405493,ALD059903641,J %26 A ENTERPRISES,1003 ORCHARD STREET N.W.,,HUNTSVILLE,AL,35801,05,MADISON,01089,,,N,Not on the NPL,N,N
4,0406476,ALD061143350,ANCHOR METALS,1008 GLEN ADDIE AVE,,ANNISTON,AL,36202,03,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0400239,ALD063680367,ALL LOCK COMPANY INC,BURNSVILLE ROAD,,SELMA,AL,36701,07,DALLAS,01047,,,N,Not on the NPL,N,N
4,0400240,ALD063687016,CATALYTIC INC/SRC PILOT PLT,HWY 25 N,,WILSONVILLE,AL,35186,07,SHELBY,01117,,,N,Not on the NPL,N,N
4,0407407,ALD063690903,WESTPOINT STEVENS-GREENVILLE,591 GLENDALE ROAD,,GREENVILLE,AL,36037-1334,,BUTLER,01013,,,N,Not on the NPL,N,N
4,0404761,ALD067102301,"MONARCH TILE MANUFACTURING, INC.",Postal Address is unavailable for the Site,,FLORENCE,AL,35630,05,LAUDERDALE,01077,,,N,Removed from Proposed NPL,N,N
4,0406672,ALD067140061,"SHREDDERS, INC",3353 27TH AVENUE NORTH,,BIRMINGHAM,AL,35202-2125,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0400284,ALD083742858,ALABAMA POWER CO EC GASTON STEAM PLANT,AL HWY 25,,WILSONVILLE,AL,35186,07,SHELBY,01117,,,N,Not on the NPL,N,N
4,0400301,ALD094476793,ALL WORTH ENTERPRISES INC,500 MEDCO ROAD,,BIRMINGHAM,AL,35217,06,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0400306,ALD095688875,STAUFFER CHEMICAL CO. (COLD CREEK PLANT),13500 US HWY 43 North,,BUCKS,AL,36512,01,MOBILE,01097,30.975,-88.021389,N,Currently on the Final NPL,N,N
4,0410544,ALD095696308,DEEP SOUTH PLATING,914 INDUSTRIAL PARK ROAD,,PRATTVILLE,AL,36067,,AUTAUGA,01001,,,N,Not on the NPL,N,N
4,0406691,ALD095697058,GAMXX ENERGY INC.,HAMILTON BLVD.,,THEODORE,AL,36582,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0405439,ALD097745756,PERFORMANCE ADVANTAGE," COOSA COUNTY RD 29, P.O. BOX 157",,WEOGUFKA,AL,35183,03,COOSA,01037,,,N,Not on the NPL,N,N
4,0406860,ALD931524044,NATIONAL TIRE AND SALVAGE FIRE SITE,2900 21ST AVE. NORTH,,BIRMINGHAM,AL,35234,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0400320,ALD980495766,DENBO SLOUGH,JCT US 27 %26 BELT LINE RD,,DECATUR,AL,35601,05,MORGAN,01103,,,N,Not on the NPL,N,N
4,0406012,ALD980559850,FUELS AND CHEMICALS,OFF COUNTY ROAD 59,,COALING,AL,35449,07,TUSCALOOSA,01125,,,N,Not on the NPL,N,N
4,0407719,ALD980708036,MOBILE TANK WASHING FACILITY,1051 LEDYARD STREET,,MOBILE,AL,36652,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0400396,ALD980727861,DEMOPOLIS CITY DUMP,MCDOWELL FERRY RD,,DEMOPOLIS,AL,36732,07,MARENGO,01091,,,N,Not on the NPL,N,N
4,0404345,ALD980728703,PERDIDO GROUND WATER CONTAMINATION,COUNTY RD 47 S,,PERDIDO,AL,36562,01,BALDWIN,01003,31.0125,-87.625,N,Deleted from the Final NPL,N,N
4,0400412,ALD980842637,HICKORY STREET LANDFILL,JCT HICKORY %26 CHINQUAPIN ST,,MOBILE,AL,36603,01,MOBILE,01097,,,N,Not on the NPL,N,N
4,0400413,ALD980842694,HUNTSVILLE CITY LANDFILL,JOHNSON RD SW %26 LEEMAN FERRY,,HUNTSVILLE,AL,35805,05,MADISON,01089,,,N,Not on the NPL,N,N
4,0400417,ALD980844385,"REDWING CARRIERS, INC. (SARALAND)",527 US HWY 43,,SARALAND,AL,36571,01,MOBILE,01097,30.808331,-88.073061,N,Deleted from the Final NPL,N,N
4,0406634,ALD980845341,JBA MANUFACTURING,129 PARKWAY DR,,LEEDS,AL,35094,06,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0400423,ALD981017379,BOAZ CITY LANDFILL,"T10S, S25, R4E",,BOAZ,AL,35957,04,MARSHALL,01095,,,N,Not on the NPL,N,N
4,0400424,ALD981024250,"RANSOM, EARL PROPERTY",MENEFEE ROAD,,CAPSHAW,AL,35749,06,LIMESTONE,01083,,,N,Not on the NPL,N,N
4,0400429,ALD981028913,NEWFOUND RD HEXACHLOROETHANE BAG SITE,JCT NEWFOUND RD %26 MT OLIVE RD.,,BIRMINGHAM,AL,35210,06,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0407834,ALD981469992,OWENS PLATING,133 ROY LONG ROAD,,ATHENS,AL,35611,,LIMESTONE,01083,,,N,Not on the NPL,N,N
4,0406421,ALD981475601,STAR PLATING,2103 MARYLAND ST.,,TUSCUMBIA,AL,35674,05,COLBERT,01033,,,N,Not on the NPL,N,N
4,0405793,ALD981754328,CHEM FOUR,OFF HWY 80 - NEAR MUNICIPAL AIRPORT,,DEMOPOLIS,AL,36732,07,MARENGO,01091,,,N,Not on the NPL,N,N
4,0407339,ALD981860216,WEST HUNTSVILLE CLEANERS,2604 TRIANA BLVD S.W.,,HUNTSVILLE,AL,35805,,MADISON,01089,,,N,Not on the NPL,N,N
4,0406299,ALD981868466,AMERICAN BRASS INC.,HIGHWAY 134 WEST,,HEADLAND,AL,36345,02,HENRY,01067,31.325,-85.404167,N,Currently on the Final NPL,N,N
4,0404514,ALD981930035,ILCO COG SITE (MOODY),ACMAR ROAD,,MOODY,AL,35004,01,ST. CLAIR,01115,,,N,Not on the NPL,N,N
4,0404836,ALD982078453,WALLACE %26 WALLACE CHEMICAL AND OIL CORP,ROUTE 3,,TUSKEGEE,AL,36083,03,MACON,01087,,,N,Not on the NPL,N,N
4,0406629,ALD982097669,ACME PACKAGING,1230 PARKWAY DRIVE,,LEEDS,AL,35094,06,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0404518,ALD982111999,WELCO INC. DUMP,COUNTY ROAD 6,,WOODVILLE,AL,35776,05,JACKSON,01071,,,N,Not on the NPL,N,N
4,0407401,ALD982124315,WESTERN YARD OF ALABAMA,815 NORTH COURT STREET,,MONTGOMERY,AL,36119,,MONTGOMERY,01101,,,N,Not on the NPL,N,N
4,0405960,ALD982142960,ISBELL BATTERY COMPANY,2469 WOLF CREEK ROAD SOUTH,,PELL CITY,AL,,,ST. CLAIR,01115,,,N,Not on the NPL,N,N
4,0404866,ALD983166034,SOUTHERN PLATING,1554 DUVAL ST,,MOBILE,AL,36605,01,MOBILE,01097,,,N,Not on the NPL,N,N
4,0405546,ALD983166299,TRIANA/TENNESSEE RIVER,USAMICOM DRSMI KL,,LIMESTONE/MORGAN,AL,35898,05,,,34.623503,-86.694499,N,Currently on the Final NPL,N,N
4,0405110,ALD983166588,FLINT RIVER BRIDGE DRUM,HIGHWAY 72,,GURLEY,AL,35748,05,MADISON,01089,,,N,Not on the NPL,N,N
4,0405260,ALD983166992,COMMERCE BLVD. METHYL AMINE DUMP,END OF COMMERCE DRIVE,,ANNISTON,AL,36201,03,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0405285,ALD983167115,CAMP HILL DRUM SITE,HIGHWAY 280,,CAMP HILL,AL,36850,03,TALLAPOOSA,01123,,,N,Not on the NPL,N,N
4,0405299,ALD983167487,SOUTHERN COTTON OIL,CHURCH STREET,,HUNTSVILLE,AL,35801,04,MADISON,01089,,,N,Not on the NPL,N,N
4,0410200,ALN000410200,11TH AVENUE MERCURY SPILL,11TH AVENUE,,BIRMINGHAM,AL,,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0410202,ALN000410202,COUNTY RD 106 LAB DUMP,COUNTY RD 108,,FAYETTE,AL,,,FAYETTE,01057,,,N,Not on the NPL,N,N
4,0410258,ALN000410258,TUSCALOOSA WATER WORKS MERCURY SPILL,600 7TH AVENUE NW,,TUSCALOOSA,AL,35405,,TUSCALOOSA,01125,,,N,Not on the NPL,N,N
4,0410263,ALN000410263,UNIVERSITY BLVD MERCURY,1904 UNIVERSITY BLVD,,TUSCALOOSA,AL,35401,,TUSCALOOSA,01125,,,N,Not on the NPL,N,N
4,0410286,ALN000410286,MADISON ABANDONED DRUMS,.25 MILES EAST OF INTERSECTION OF,PALMER RD AND COUNTY LINE RD,MADISON,AL,35756,,MADISON,01089,,,N,Not on the NPL,N,N
4,0410287,ALN000410287,WHATLEY HEALTH MERCURY,2731 MARTIN LUTHER KING JR BLVD,,TUSCALOOSA,AL,35401,,TUSCALOOSA,01125,,,N,Not on the NPL,N,N
4,0410383,ALN000410383,HOKES BLUFF MERCURY,3173 AARON WAY,,HOKES BLUFF,AL,35903,,ETOWAH,01055,,,N,Not on the NPL,N,N
4,0410392,ALN000410392,GAO 137 - IRONDALE,2601 COMMERCE BLVD,,IRONDALE,AL,,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0410393,ALN000410393,GAO 138 - 5TH AVENUE,28TH STREET AND AVENUE E STREET,,BIRMINGHAM,AL,,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0410411,ALN000410411,GOLDEN PEANUT NAOH SPILL,805 E. NEWTON STREET,,DOTHAN,AL,36302,,HOUSTON,01069,,,N,Not on the NPL,N,N
4,0410421,ALN000410421,GOODWATER MERCURY SPILL,"ROUTE 3, 51-D",,GOODWATER,AL,35072,,COOSA,01037,,,N,Not on the NPL,N,N
4,0410424,ALN000410424,FGDI GRAIN SILO EVENT,Postal Address is unavailable for the Site,,MOBILE,AL,,,,,,,N,Not on the NPL,N,N
4,0410476,ALN000410476,CARMICHAEL ROAD USED OIL,CARMICHAEL ROAD ,,MONTGOMERY,AL,36106,,MONTGOMERY,01101,,,N,Not on the NPL,N,N
4,0410480,ALN000410480,HOLY GROUND BATTLEFIELD AST,ALABAMA RIVER MILE MARKER 244,,PEACE,AL,36003,,AUTAUGA,01001,,,N,Not on the NPL,N,N
4,0410506,ALN000410506,INVERNESS LANDING MERCURY SPILL,3113 INVERNESS LANDING,,BIRMINGHAM,AL,35242,,SHELBY,01117,,,N,Not on the NPL,N,N
4,0410512,ALN000410512,H %26 R DEPOT (MAXWELL STORAGE ANNEX),NE CORNER OF BREWBAKER AVE. AND ,ERSHAW ST.,MONTGOMERY,AL,36108,,MONTGOMERY,01101,,,N,Not on the NPL,N,N
4,0410526,ALN000410526,SIMMONS CREEK RAILROAD FIRE,RAILROAD MILE POST MB 79.1,,JACKSON,AL,,,CLARKE,01025,,,N,Not on the NPL,N,N
4,0410550,ALN000410550,CLARENCE BROWN RD DRUM,190 CLARENCE BROWN RD,,CHATOM,AL,36518,,WASHINGTON,01129,,,N,Not on the NPL,N,N
4,0410581,ALN000410581,VIRGINIA CAROLINA CHEMICAL (VCC) MOBILE,901 NORTH KATE STREET,,PRICHARD,AL,36610,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0410586,ALN000410586,MILLARD REFRIGERATED AMMONIA,7730 DEER RIVER ROAD,,THEODORE,AL,36582,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0410588,ALN000410588,LITTLE OSANIPPA CREEK MYSTERY SPILL,COUNTY ROAD 299/51 ST AVENUE SW,,LANETT,AL,36863,,CHAMBERS,01017,,,N,Not on the NPL,N,N
4,0410664,ALN000410664,LIVINGSTON TRAIN DERAILMENT,3 MILES SOUTH OF HENNAGAN ROAD,,LIVINGSTON,AL,,,SUMTER,01119,,,N,Not on the NPL,N,N
4,0410676,ALN000410676,GAO 217 - ROBERT SMITH COMPANY,925 NORTH 28TH STREET,,BIRMINGHAM,AL,35203,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0410687,ALN000410687,TUSCALOOSA TORNADO RESPONSE,3700 KAULOOSA AVENUE,,TUSCALOOSA,AL,35401,,TUSCALOOSA,01125,,,N,Not on the NPL,N,N
4,0410693,ALN000410693,SPRINGVILLE PESTICIDE,14053 HWY 11,,SPRINGVILLE,AL,35146,,ST. CLAIR,01115,,,N,Not on the NPL,N,N
4,0410703,ALN000410703,HARPERSVILLE DERAILMENT,DEAD HOLLOW RD,,HARPERSVILLE,AL,,,SHELBY,01117,,,N,Not on the NPL,N,N
4,0410704,ALN000410704,PAYLESS TIRE FIRE,OAKWOOD AVENUE,,HUNTSVILLE,AL,,,,,,,N,Not on the NPL,N,N
4,0410750,ALN000410750,35TH AVENUE,3500 35TH N.,,BIRMINGHAM,AL,35207,07,JEFFERSON,01073,33.557464,-86.799671,N,Proposed for NPL,N,N
4,0410788,ALN000410788,QUALITY CARRIERS ACRYLONITRILE RELEASE,Postal Address is unavailable for the Site,,BIRMINGHAM,AL,35207,,,,,,N,Not on the NPL,N,N
4,0410803,ALN000410803,VERBENA ABANDONED DRUMS,CR 494 %26 CR 24,,VERBENA,AL,36091,,CHILTON,01021,,,N,Not on the NPL,N,N
4,0410828,ALN000410828,PUTNAM MIDDLE SCHOOL,1757 MONTCLAIR ROAD,,IRONDALE,AL,35210,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0410831,ALN000410831,BILLY STRONG SCRAP TIRE SITE,5553 COUNTY RD 85,,GOODWATER,AL,35072,,COOSA,01037,,,N,Not on the NPL,N,N
4,0410848,ALN000410848,FIVE MILE CREEK,FIVE MILE CREEK WATERSHED,,BIRMINGHAM,AL,35207,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0410910,ALN000410910,HELENA MIDDLE SCHOOL MERCURY RELEASE,1299 HILLSBORO PARKWAY,,HELENA,AL,35080,,SHELBY,01117,,,N,Not on the NPL,N,N
4,0410912,ALN000410912,CALHOUN COUNTY TORNADO DRUM RESPONSE,2440 HARTS FERRY ROAD,,OHATCHEE,AL,36271,,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0410920,ALN000410920,NORFOLK SOUTHERN DECATUR ALABAMA HF RELEASE,1650 FIFTH STREET NW,,DECATUR,AL,35603,,MORGAN,01103,,,N,Not on the NPL,N,N
4,0410926,ALN000410926,BRANTON RD MERCURY SPILL,321 BRANTON RD,,TAYLOR,AL,36301,,HOUSTON,01069,,,N,Not on the NPL,N,N
4,0410928,ALN000410928,COLDWATER RD DUMPING,390 COLDWATER RD,,ANNISTON,AL,36201,,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0410956,ALN000410956,COUNTY FARM ROAD FIRE,7800 COUNTY FARM ROAD,,MOBILE,AL,36544,,MOBILE,01097,,,N,Not on the NPL,N,N
4,0410959,ALN000410959,PINSON MERCURY RELEASE,7350 OLD DIXIANA ROAD,,PINSON,AL,35126,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0410975,ALN000410975,41ST AVE N. WIRE FLUFF PILE,41ST AVE N.(NEAR INTERSECTION OF 37TH ST,N.),BIRMINGHAM,AL,35207,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0410982,ALN000410982,PELL CITY HG SPILL,2413 COMER AVENUE,,PELL CITY,AL,35125,,ST. CLAIR,01115,,,N,Not on the NPL,N,N
4,0411012,ALN000411012,HEFLIN I-20 WRECK,INTERSTATE 20 MILE MARKER 97,,HEFLIN,AL,36264,,CLEBURNE,01029,,,N,Not on the NPL,N,N
4,0411018,ALN000411018,GLENVALE ROAD MERCURY SPILL,375 GLENVALE ROAD,,ALEXANDRIA,AL,63250,,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0411023,ALN000411023,CORDOVA MERCURY SPILL,189 DATE HILL ROAD,,CORDOVA,AL,35508,,WALKER,01127,,,N,Not on the NPL,N,N
4,0411589,ALN000411589,LOONEY ROAD SUPERFUND SITE,19675 Looney Road,,ATHENS,AL,35613,,LIMESTONE,01083,,,N,Not on the NPL,N,N
4,0420027,ALN000420027,PINE RIDGE TRUCKING USED OIL,17894 Lindsay Road,,TANNER,AL,35671,,LIMESTONE,01083,,,N,Not on the NPL,N,N
4,0420094,ALN000420094,CAPITAL CITY CLEANERS,505 Decatur Street,,MONTGOMERY,AL,,,MONTGOMERY,01101,,,N,Not on the NPL,N,N
4,0420108,ALN000420108,MARTIN TRANSPORT TANKER RELEASE,101 Hwy 55 E,,FALKVILLE,AL,35622,,MORGAN,01103,,,N,Not on the NPL,N,N
4,0420232,ALN000420232,WEDOWEE DRUM COLLECTION,2959 County Road 333,,WEDOWEE,AL,36278,,RANDOLPH,01111,,,N,Not on the NPL,N,N
4,0420238,ALN000420238,ALABAMA SANDBLASTING,11240 SR-69 ,,JACKSON,AL,36545,,CLARKE,01025,,,N,Not on the NPL,N,N
4,0407782,ALN010724001,SIERRA CHEMICAL COMPANY,2716 NOBLE STREET,,ANNISTON,AL,36201,,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0410360,ALN970925000,BAMA OIL,2012 8TH AVENUE,,BESSMER,AL,,,,,,,N,Not on the NPL,N,N
4,0407560,ALN980824000,PUCKETT SMELTER,3329 MOUNTAINBORO ROAD,,MOUNTAINBORO,AL,35956,,ETOWAH,01055,,,N,Not on the NPL,N,N
4,0410028,ALR000031880,LINCOLN METALS,248 FOUNDRY ROAD,,LINCOLN,AL,35096,,TALLADEGA,01121,,,N,Not on the NPL,N,N
4,0410336,ALR000037929,BIOLOGICAL PROCESSORS OF ALABAMA,611 FINLEY ISLAND ROAD,,DECATUR,AL,35601,,MORGAN,01103,,,N,Not on the NPL,N,N
4,0410896,ALR000044487,REEF WASTE (REEF LLC),71 TWIN STREET,,SYLACAUGA,AL,35150,,TALLADEGA,01121,,,N,Not on the NPL,N,N
4,0410578,ALR000046060,VIRGINIA CAROLINA CHEMICAL (VCC) WYLAM,5500 10TH AVENUE,,BIRMINGHAM,AL,,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0405527,ALR000057174,US CDP (FEMA/DHC) - COBRA TRAINING FACILITY,Walt Phillips Road,,ANNISTON,AL,36205,,CALHOUN,01015,,,N,Not on the NPL,Y,Y
4,0406861,ALSFN0406861,OGLETREE PLAZA DRY CLEANERS,6 NORTH INDUSTRY AVE.,,SYLACAUGA,AL,35150,,TALLADEGA,01121,,,N,Not on the NPL,N,N
4,0406862,ALSFN0406862,ALABAMA PLATING- SATELLITE,HWY 231 NORTH,,VINCENT,AL,35178,,SHELBY,01117,,,N,Not on the NPL,N,N
4,0406863,ALSFN0406863,"ADVANCED THERMAL COATINGS, INC.",428 S. 4TH ST.,,FLORALA,AL,36442,,COVINGTON,01039,,,N,Not on the NPL,N,N
4,0406887,ALSFN0406887,H %26 G BATTERY,3701 COMMERCE AVE.,,FAIRFIELD,AL,35064,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0406899,ALSFN0406899,SUPERIOR STAR RIDGE (ACMAR LANDFILL),3301 ACMAR ROAD,,MOODY,AL,35004,,ST. CLAIR,01115,,,N,Not on the NPL,N,N
4,0406917,ALSFN0406917,ANGELICA HEALTHCARE SERVICES,1038 ADAMS AVE,,MONTGOMERY,AL,36104,,MONTGOMERY,01101,,,N,Not on the NPL,N,N
4,0406919,ALSFN0406919,VILLA SPIRITS,1157 HUFFMAN RD.,,BIRMINGHAM,AL,35215,,JEFFERSON,01073,,,N,Not on the NPL,N,N
4,0406932,ALSFN0406932,TRISTATE PCB SPILL,Postal Address is unavailable for the Site,,PELL CITY,AL,,,,,,,N,Not on the NPL,N,N
4,0406938,ALSFN0406938,PURCELLS FERTILIZER FIRE,Postal Address is unavailable for the Site,,SYLACAUGA,AL,,,TALLADEGA,01121,,,N,Not on the NPL,N,N
4,0406945,ALSFN0406945,CENTER STAR MFG. SITE,207 HAMRIC DRIVE,,OXFORD,AL,36203,03,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0406974,ALSFN0406974,PHILLIES CIGAR CO.,309 MORGAN ST.,,SELMA,AL,36702,07,DALLAS,01047,,,N,Not on the NPL,N,N
4,0406977,ALSFN0406977,FORMER DOT DISTRICT OFFICE,COURTLAND AVE. %26 PARK BLVD.,,RUSSELLVILLE,AL,35653,04,FRANKLIN,01059,,,N,Not on the NPL,N,N
4,0406978,ALSFN0406978,CRAFT PLATING,100 UTILITY AVE.,,ATTALLA,AL,35954-9200,04,ETOWAH,01055,,,N,Not on the NPL,N,N
4,0406980,ALSFN0406980,JOHNSON DRUM SITE,369 JOHNSON ROAD,,GREENHILL,AL,35630,05,LAUDERDALE,01077,,,N,Not on the NPL,N,N
4,0406981,ALSFN0406981,CENTRAL ALABAMA OIL %26 POLLUTION CONTROL,148 COUNTY ROAD 523,,VERBENA,AL,36091,,CHILTON,01021,,,N,Not on the NPL,N,N
4,0407022,ALSFN0407022,USF DUGAN ACID SPILL,Postal Address is unavailable for the Site,,FLORENCE,AL,,,,,,,N,Not on the NPL,N,N
4,0407028,ALSFN0407028,GUIN TRUCK WRECK,INTERSECTION HIGHWAYS 78 %26 43,,GUIN,AL,35563,04,MARION,01093,,,N,Not on the NPL,N,N
4,0407035,ALSFN0407035,WALKER MANUFACTURING,531 DOLPHIN ROAD,,HALEYVILLE,AL,35565,,WINSTON,01133,,,N,Not on the NPL,N,N
4,0407036,ALSFN0407036,BLYTHE DRUG LAB,2105 SAND ROCK AVENUE,,SAND ROCK,AL,35983,,CHEROKEE,01019,,,N,Not on the NPL,N,N
4,0407037,ALSFN0407037,COLISEUM BOULEVARD PLUME,COLISEUM BOULEVARD,,MONTGOMERY,AL,36109,,MONTGOMERY,01101,,,N,Not on the NPL,N,N
4,0407039,ALSFN0407039,DOSTER PROPERTY/KING MANUFACTURING SITE #2,HIGHWAY 9 SOUTH,,NEWTON,AL,36352,,DALE,01045,,,N,Not on the NPL,N,N
4,0407040,ALSFN0407040,UNION FOUNDRY LANDFILL,REEVES ROAD,,ANNISTON,AL,36202,,CALHOUN,01015,,,N,Not on the NPL,N,N
4,0407041,ALSFN0407041,KING CHURCH FURNITURE,HEADQUARTERS ROAD,,NAPIER FIELD,AL,36303,,DALE,01045,,,N,Not on the NPL,N,N
